mRNA_size	ORF_size	Fickett_score	Hexamer_score	coding_prob
ENST00000597852.5	3172	729	1.2198	0.371248858578	0.998656593447493
ENST00000300055.10	2916	1569	1.2244	0.497563258143	0.999999949705584
ENST00000560330.1	698	309	0.4974	-0.275547520387	0.0125277563458721
ENST00000430628.2	2900	1569	1.2244	0.497563258143	0.999999949749688
ENST00000531697.1	974	192	0.5315	-0.0670755292052	0.0132725550076275
ENST00000532957.5	3374	2667	1.2439	0.620250390268	0.999999999999894
ENST00000461280.1	2430	1647	1.2694	0.593688834359	0.999999990221781
ENST00000369486.7	7254	3585	1.1909	0.504276229369	1
ENST00000369483.5	7326	3645	1.1909	0.498093363407	1
ENST00000610041.5	965	789	0.8168	0.176233682815	0.992083583360417
ENST00000275275.9	1921	1563	1.1728	0.230853905358	0.999999693013596
ENST00000392167.4	1815	1596	1.1931	0.271343109859	0.999999846128724
ENST00000609658.1	475	201	0.9986	0.176406116	0.251061746406657
ENST00000404583.5	1439	423	0.7732	0.0574771545671	0.45988497155812
ENST00000314567.8	1489	423	0.7732	0.0574771545671	0.459204067662523
ENST00000381037.4	1600	423	0.7732	0.0574771545671	0.45769300898562
ENST00000266263.10	1133	501	1.2436	0.511563821356	0.993974397572781
ENST00000355143.8	891	408	0.8388	0.354374749446	0.849312036795412
ENST00000407550.3	912	432	1.2219	0.532540133925	0.987851646794953
ENST00000629597.2	482	225	1.0545	0.572099307182	0.854338041429974
ENST00000474039.5	3859	1872	0.7138	0.0429788598982	0.999999836246851
ENST00000354489.6	3941	1947	0.6929	0.0425771427845	0.999999923426292
ENST00000469092.5	1825	585	0.829	0.277943294716	0.959326586517762
ENST00000583937.5	1275	918	1.1452	0.335200774008	0.999764556908001
ENST00000343125.8	1554	585	0.829	0.277943294716	0.959902440959289
ENST00000361254.8	1689	720	0.8851	0.260636846459	0.991564499610221
ENST00000613167.4	7578	486	1.2713	0.412318289871	0.983336431430665
ENST00000219207.10	1497	549	1.3307	0.459627237105	0.996344402710139
ENST00000277874.10	3028	1338	1.1821	0.368793243412	0.999998304647232
ENST00000371719.2	3033	1299	1.214	0.383989112269	0.999997856774544
ENST00000380026.7	8241	7743	1.031	0.0982844277664	1
ENST00000515478.1	291	51	0.9328	-0.268269801894	0.00338071735883984
ENST00000265148.7	8612	8106	1.031	0.0936638348455	1
ENST00000611174.4	8260	7995	1.031	0.0975977125945	1
ENST00000518632.1	1660	1197	0.9611	0.123576948861	0.999927748168455
ENST00000311762.2	1415	1197	0.9611	0.123576948861	0.99992871221618
ENST00000539827.5	1979	1086	1.1692	0.596196558602	0.999992941593096
ENST00000600077.5	675	450	1.2068	0.496705050593	0.987171888028517
ENST00000310594.7	2184	1080	1.0563	0.555700767874	0.999985596022128
ENST00000397196.7	2238	1080	1.0563	0.555700767874	0.999985553310964
ENST00000369886.8	2178	609	1.2112	0.522281976872	0.997994855106076
ENST00000498830.5	823	384	0.792	0.0230074701894	0.33010300098971
ENST00000478694.1	801	306	0.8178	-0.0506491241671	0.125956436324633
ENST00000457658.6	2417	225	0.5081	-0.0750235446869	0.0155577913452013
ENST00000440408.5	5284	159	0.4782	-0.177789990029	0.00311068670305951
ENST00000651177.1	9640	7668	1.0243	0.0232183765386	1
ENST00000417071.1	882	114	0.4974	-0.211002482097	0.00209263261564543
ENST00000493168.1	787	273	1.2331	0.213728115398	0.674870920498648
ENST00000525817.5	1780	1428	1.2916	0.541541668818	0.999999860987386
ENST00000533788.1	899	540	1.1283	0.512281464782	0.994300978793622
ENST00000376771.9	3785	2067	1.1342	0.414817749949	0.999999999547484
ENST00000494495.1	540	135	0.9788	0.398981514834	0.365279366971894
ENST00000423632.3	469	213	0.8606	0.106799782994	0.135114484561633
ENST00000415101.1	404	123	0.9026	0.149321121438	0.0789280330034883
ENST00000533682.2	1828	1278	1.1952	0.330968785541	0.999996265060879
ENST00000302731.4	1634	1086	1.1494	0.3258246245	0.999961747196766
ENST00000513177.5	692	459	1.244	0.516951734979	0.990933494806072
ENST00000503064.5	749	459	1.244	0.516951734979	0.990905372290498
ENST00000406962.1	1562	315	0.8839	0.0355503621727	0.244661531020642
ENST00000460358.1	758	147	0.9925	-0.139788473062	0.0252734960998447
ENST00000591858.5	3658	900	0.7778	0.376330573633	0.999093360964347
ENST00000586113.1	2182	534	0.6397	-0.0696374090968	0.452329917048652
ENST00000587358.1	740	594	1.1027	0.417658060746	0.994012984652225
ENST00000448741.5	661	384	0.774	0.221431957957	0.609023385711224
ENST00000453452.1	512	273	0.7404	0.0445791815073	0.12137374006435
ENST00000370336.5	2430	1947	0.9602	0.00523141777109	0.999999964815716
ENST00000464221.1	568	429	0.7462	-0.0684105250269	0.288451718803947
ENST00000479773.1	652	579	0.9339	0.00610730731585	0.866444325259963
ENST00000004103.8	1033	708	1.0808	0.359693939435	0.997386028963816
ENST00000494349.5	1504	531	1.0311	0.27551516284	0.962890050652169
ENST00000461345.5	635	531	1.0311	0.27551516284	0.964555610127578
ENST00000468689.2	896	531	1.0311	0.27551516284	0.964063079634449
ENST00000274867.9	6185	3207	1.3108	0.552383808323	1
ENST00000398904.6	6224	3207	1.3108	0.552383808323	1
ENST00000537427.5	2559	501	1.1676	0.227484433896	0.954420556312016
ENST00000444736.5	2752	762	1.0309	0.178572820688	0.994420426437094
ENST00000361365.7	1339	435	1.0487	0.180733310962	0.842450970601083
ENST00000382772.3	746	384	1.1139	0.218907493987	0.831307474716516
ENST00000464196.5	3148	321	0.5962	-0.337538170091	0.0120939705027179
ENST00000472194.6	4314	1809	1.2264	0.55237861427	0.999999997362205
ENST00000378736.3	414	294	1.1914	0.615812366611	0.963802856913373
ENST00000333703.8	4710	3114	1.0233	0.186595378071	1
ENST00000622698.4	4824	3114	1.0233	0.186595378071	1
ENST00000369510.8	8647	1569	1.1216	0.349740855248	0.999999759305601
ENST00000310260.7	2265	1575	1.1081	0.349048181336	0.999999833131151
ENST00000369509.1	2062	1575	1.1081	0.349048181336	0.999999834978228
ENST00000537328.5	575	240	1.2363	0.369578058307	0.790757402975737
ENST00000257262.12	468	240	1.2363	0.369578058307	0.79172649285073
ENST00000270861.10	3838	2913	0.8437	-0.00724633471605	0.99999999999876
ENST00000515069.5	3431	2679	0.8668	-0.0183571722602	0.999999999983574
ENST00000375472.8	1196	768	1.0788	0.381664848427	0.998810497570902
ENST00000465709.5	463	333	1.177	0.48449976523	0.946295815628434
ENST00000471462.2	745	282	0.9476	0.332688937941	0.638996796687544
ENST00000375469.5	1114	729	1.1752	0.356287968072	0.998467795839813
ENST00000514224.2	2174	1962	1.3032	0.555066207764	0.999999999680239
ENST00000514192.5	697	624	1.1882	0.518811659271	0.998271394917495
ENST00000509948.5	796	528	1.1206	0.346139272066	0.981985498660051
ENST00000623662.3	5321	1425	1.204	0.468003915473	0.999999631107645
ENST00000622861.4	1362	1173	1.2891	0.488958325699	0.999996730987728
ENST00000549318.5	937	789	1.106	0.38936746356	0.99919404792964
ENST00000547423.5	566	315	0.9502	0.28009605366	0.65471725173915
ENST00000548360.1	512	246	0.9335	0.402527799876	0.6355782436728
ENST00000330475.9	2683	1416	1.0984	0.44039344702	0.999999399285894
ENST00000591077.2	341	156	0.9877	-0.0991841346245	0.0356057252134146
ENST00000356208.10	2393	720	1.3068	0.66655774233	0.999824051832626
ENST00000344785.10	2193	372	1.1993	0.704404953361	0.990261174849315
ENST00000371219.2	760	477	1.2672	0.604449275506	0.995940574986367
ENST00000376547.7	2492	1332	1.0046	0.283436395464	0.999994550815751
ENST00000491878.5	547	261	1.0729	0.339239312905	0.693940120621061
ENST00000647417.1	5557	1149	1.2637	0.383619693246	0.999988868412431
ENST00000274643.8	5806	1167	1.2637	0.387839334033	0.999991006920845
ENST00000438847.7	2133	1275	1.2353	0.584557728469	0.99999926586157
ENST00000262622.4	2479	1275	1.2353	0.584557728469	0.999999251800827
ENST00000650847.1	2225	1275	1.2353	0.584557728469	0.999999262148871
ENST00000234313.8	2760	1053	1.0068	0.290238885937	0.999880587478418
ENST00000474788.1	742	426	0.6979	0.152519961697	0.556791177148347
ENST00000317961.8	5472	4620	1.0248	0.29513245636	1
ENST00000485154.1	792	201	0.9592	0.186525530998	0.234199168389112
ENST00000478891.1	856	369	0.9221	0.493986990289	0.919024380945986
ENST00000447300.1	1336	1275	0.9345	0.23197282468	0.999983160677389
ENST00000505450.5	4349	2571	0.8183	0.104638036948	0.999999999967595
ENST00000502943.1	760	657	1.0887	0.164453538681	0.985672137594256
ENST00000375775.3	1074	633	1.2483	0.719830304886	0.999616482168743
ENST00000464141.1	340	333	1.2634	0.737797698359	0.991082001584715
ENST00000455021.5	324	204	0.9704	-0.117257084899	0.0506732844289031
ENST00000393939.6	5683	1785	1.1062	0.439768177813	0.999999988852491
ENST00000423192.5	4319	2715	0.6397	0.073419812061	0.99999999998555
ENST00000541398.5	4483	2715	0.6397	0.073419812061	0.999999999985419
ENST00000248098.8	3695	573	0.7086	0.212138298294	0.891823737539396
ENST00000562569.1	458	330	0.8781	0.0797565973966	0.342836950016619
ENST00000534312.5	572	393	0.7548	0.205439883256	0.595210817609141
ENST00000527926.5	633	327	0.795	0.166798752292	0.38886156721969
ENST00000525763.5	789	387	0.6605	0.131900084667	0.385846826986924
ENST00000533181.1	424	45	0.9315	-0.186873328257	0.00511095256363375
ENST00000326181.11	3683	2013	1.25	0.574723535305	0.999999999790686
ENST00000569686.5	586	465	1.143	0.435690854807	0.980653771784721
ENST00000510462.5	582	195	0.9675	0.0113988186362	0.0932596790564101
ENST00000515028.5	599	201	0.9669	0.0556000811562	0.125415538815398
ENST00000507998.5	510	258	1.1088	0.309936340215	0.675464370626372
ENST00000507709.1	558	60	0.5039	-0.0757819561875	0.00270309209290283
ENST00000507467.1	810	408	1.2856	0.78345856298	0.997206468001425
ENST00000304636.7	5543	4401	1.2836	0.0973219812094	1
ENST00000450867.1	268	165	1.129	0.421018666544	0.610524735293216
ENST00000467886.1	226	75	0.4296	-0.417341012196	0.000317908094567176
ENST00000260447.6	727	255	1.3034	0.545498563617	0.942014026282163
ENST00000559932.1	695	204	1.182	0.466151560371	0.789016805367648
ENST00000558467.1	785	204	1.182	0.466151560371	0.788194138580878
ENST00000601020.1	352	69	1.2657	-0.322109628771	0.00930922029311189
ENST00000601644.1	338	108	1.3278	-0.114911787206	0.059585875608039
ENST00000298223.11	1112	819	0.8067	0.289775109319	0.997019345477893
ENST00000454954.6	951	645	0.8859	0.289540285838	0.98442462312549
ENST00000538353.1	556	507	0.925	0.299825436279	0.943816219865884
ENST00000639725.1	4782	876	1.0032	0.264759042285	0.998858951917894
ENST00000639877.1	2911	876	1.0032	0.264759042285	0.998970092337078
ENST00000605528.2	595	582	0.9325	0.241874915902	0.965525251240665
ENST00000419845.5	577	144	0.7337	0.016186939803	0.026041804080283
ENST00000492930.5	769	492	0.7931	0.127409709311	0.757837353428701
ENST00000593428.5	1365	882	0.9455	0.257406290753	0.99887138130206
ENST00000595585.1	1301	615	0.751	0.216749583641	0.94709008277101
ENST00000381246.6	2586	1689	0.7259	0.0199000487649	0.999998694597362
ENST00000452115.1	813	684	0.8115	0.0696352497093	0.952544470155337
ENST00000478130.1	1172	222	0.7241	0.0235755371425	0.0589727249756436
ENST00000269967.4	3329	1032	1.1362	0.625562071949	0.999986961112876
ENST00000596882.1	413	57	0.9708	-0.297983751993	0.00341838289411806
ENST00000378621.7	10298	1167	1.0858	0.414210953712	0.999981898958256
ENST00000378619.3	3063	1263	1.1142	0.4123458204	0.999996186041095
ENST00000582140.1	559	105	0.5139	0.00932609453513	0.0077189771328096
ENST00000580970.1	641	255	1.2708	0.388479683105	0.849069667539168
ENST00000374700.7	4928	4017	0.9099	0.179901364894	1
ENST00000485965.5	665	279	1.0297	0.161793865478	0.447150603499666
ENST00000371429.4	4552	2025	0.6857	-0.0686567197551	0.999999933385419
ENST00000480952.1	785	357	0.6724	-0.141024815037	0.082007289353022
ENST00000639860.1	547	438	0.8194	0.0766008284833	0.582058128079314
ENST00000633725.1	529	180	0.7581	-0.0639714045618	0.0261200697954761
ENST00000536497.2	572	324	1.194	0.263989395949	0.815007415528492
ENST00000637160.1	999	423	1.0017	0.120629259537	0.737733729043225
ENST00000628708.1	493	138	0.8283	-0.0635707392934	0.0209986326644538
ENST00000626319.2	1104	246	1.1731	0.354191174048	0.741999120621795
ENST00000630097.2	606	168	1.1017	0.166956248999	0.236623758457797
ENST00000583339.3	201	144	1.2694	0.311253335146	0.509035094447048
ENST00000652544.1	2919	294	0.8964	0.222609635407	0.435751294432845
ENST00000472227.5	1816	378	1.0799	0.142601744093	0.708658490464522
ENST00000508429.1	271	72	1.1511	-0.00989230402336	0.0418939479909537
ENST00000453508.1	426	72	1.1511	-0.00989230402336	0.041554139092944
ENST00000445572.5	1007	354	0.4264	-0.0824796134498	0.0495547435181054
ENST00000440905.5	1275	135	0.7413	-0.204013022471	0.00623908260917528
ENST00000534799.6	1214	609	0.6409	0.124198931869	0.867759295771427
ENST00000448011.3	575	123	0.6146	0.0768974921509	0.0198665901782359
ENST00000444242.1	1191	393	0.7458	-0.0515875308722	0.224587616210019
ENST00000652562.1	647	102	0.799	-0.107291499295	0.00976060066109789
ENST00000441139.5	3461	438	0.9618	0.14758096931	0.748956305782031
ENST00000651484.1	3118	288	0.5573	-0.171026872955	0.0199555245465847
ENST00000325407.4	306	306	0.777	0.108461188607	0.252528536564991
ENST00000506634.1	735	267	0.79	0.138168067492	0.210828850617463
