mRNA_size	ORF_size	Fickett_score	Hexamer_score	coding_prob
ENST00000488519.1	2049	375	1.309	0.625429319643	0.989668943631736
ENST00000547357.5	1665	1602	0.8463	0.06124450006	0.999998312205369
ENST00000550058.1	568	534	1.0791	0.0486332702792	0.893749104543806
ENST00000551722.1	765	477	0.7933	0.0437522373934	0.614506245546604
ENST00000610041.5	965	789	0.8168	0.176233682815	0.992083583360417
ENST00000275275.9	1921	1563	1.1728	0.230853905358	0.999999693013596
ENST00000610048.5	578	126	0.72	0.165177352564	0.0489758524910332
ENST00000392167.4	1815	1596	1.1931	0.271343109859	0.999999846128724
ENST00000285667.4	3945	1416	0.9928	0.104346703885	0.999992880767921
ENST00000478035.1	620	228	0.8978	0.123122034868	0.186995156864942
ENST00000547924.1	550	285	0.9253	-0.0182387946621	0.169224968025169
ENST00000549691.1	527	75	0.9953	-0.182942764263	0.00903585844533334
ENST00000556084.6	3359	1098	0.8694	0.199415162896	0.999792179984177
ENST00000619947.1	550	168	0.706	-0.0795532304081	0.0174958365659722
ENST00000470310.5	728	294	0.4255	-0.124862554898	0.0204298374934016
ENST00000483986.1	538	516	0.9062	0.114107511438	0.849564093174963
ENST00000376335.8	2963	1599	1.1561	0.458241271236	0.999999942089715
ENST00000477213.1	473	240	1.3068	0.489184782231	0.909201315542455
ENST00000470041.5	574	144	0.9092	0.0533391584409	0.0578085054828722
ENST00000468509.1	629	213	0.9363	0.270753706135	0.352200797049716
ENST00000367129.6	676	450	0.7047	0.0868930456703	0.53132745313623
ENST00000341209.9	1774	330	0.7388	0.0108247424404	0.165022439495285
ENST00000669709.1	3624	438	0.7128	0.17408761735	0.595468907486197
ENST00000662328.1	3627	438	0.7128	0.17408761735	0.595429282653771
ENST00000310799.8	3616	438	0.7128	0.17408761735	0.595574567620378
ENST00000308234.11	4580	1437	0.9523	0.315693277176	0.999998141481046
ENST00000513185.2	4476	1314	0.982	0.330627023738	0.999993967439507
ENST00000475189.1	545	261	0.7816	0.124659108327	0.184285562876308
ENST00000376957.7	1260	909	1.3029	0.652226602179	0.999977931932194
ENST00000460654.5	830	357	1.231	0.270592685126	0.881378432838646
ENST00000395405.5	1851	834	1.246	0.443270458196	0.999771950072113
ENST00000512483.5	1144	171	0.7066	-0.130263943458	0.012960468262367
ENST00000503588.1	818	276	1.1003	0.105743785959	0.413164196390647
ENST00000457658.6	2417	225	0.5081	-0.0750235446869	0.0155577913452013
ENST00000440408.5	5284	159	0.4782	-0.177789990029	0.00311068670305951
ENST00000651177.1	9640	7668	1.0243	0.0232183765386	1
ENST00000493168.1	787	273	1.2331	0.213728115398	0.674870920498648
ENST00000591972.5	113	78	1.0879	0.250956525826	0.155909329095039
ENST00000253796.10	752	528	1.1379	0.27627925778	0.97433228051092
ENST00000588576.1	573	339	0.7815	0.0100597601016	0.212114146060164
ENST00000550502.1	618	540	1.2773	0.354358742618	0.991272086495927
ENST00000332160.5	3117	735	1.2593	0.32173885767	0.9985241847753
ENST00000306908.10	1970	1668	0.6901	0.110445144433	0.999998957485177
ENST00000523428.5	1774	1572	0.8079	0.0806100527956	0.999997589368208
ENST00000590305.1	623	453	0.7727	0.162455673784	0.701591104744899
ENST00000318753.13	1233	948	1.2796	0.575598406753	0.999975427105102
ENST00000446942.5	1828	327	1.1737	0.533911011269	0.953272062793283
ENST00000471382.5	605	306	0.6692	-0.0795474720201	0.0682390232141575
ENST00000478275.1	2357	306	0.6692	-0.0795474720201	0.062378590997793
ENST00000243440.2	836	384	1.2657	0.492638878944	0.977562863815648
ENST00000458121.6	1260	1038	1.0588	0.498613585106	0.999969292248809
ENST00000219255.3	1248	1041	1.0588	0.497891480761	0.999970194989584
ENST00000602727.1	1281	513	1.0264	0.423042077061	0.981033514905198
ENST00000521928.5	436	186	0.9856	0.00162539796453	0.0859541067704259
ENST00000519380.1	978	531	1.0619	0.138542142876	0.928234338867566
ENST00000354694.12	2265	1767	1.2558	0.59129222919	0.999999997308773
ENST00000441668.5	999	255	1.1301	0.748715207012	0.967974865903634
ENST00000361365.7	1339	435	1.0487	0.180733310962	0.842450970601083
ENST00000382772.3	746	384	1.1139	0.218907493987	0.831307474716516
ENST00000464196.5	3148	321	0.5962	-0.337538170091	0.0120939705027179
ENST00000529051.5	3924	2889	1.217	0.0662987582097	0.999999999999712
ENST00000344762.6	3812	2856	1.217	0.0735389105358	0.999999999999604
ENST00000563518.5	3444	1431	0.918	0.298792155744	0.999997671052185
ENST00000561619.5	1821	1689	1.1319	0.331953015687	0.999999953514158
ENST00000629843.2	3491	1470	1.255	0.483007797615	0.999999845551792
ENST00000414269.1	557	411	1.2346	0.536850604225	0.985975090137078
ENST00000396103.7	3540	1434	1.255	0.474287116217	0.999999755741689
ENST00000555835.3	2061	444	0.9648	0.308271906961	0.90224332645873
ENST00000397995.2	853	444	0.9648	0.308271906961	0.907931741794382
ENST00000555597.1	1341	444	0.9648	0.308271906961	0.905670475883706
ENST00000372907.7	2341	1389	1.1529	0.313615700886	0.999998573629164
ENST00000356784.1	1579	1131	1.1793	0.290759653203	0.999974274685419
ENST00000234827.6	10429	627	0.8747	0.161319203422	0.931413355097745
ENST00000391366.3	1783	393	0.5154	-0.162551220517	0.0607009040593791
ENST00000262848.5	6031	1077	1.2673	0.465557157747	0.99998464154175
ENST00000496648.1	463	99	1.0391	-0.118396705763	0.0201777369510143
ENST00000612786.4	5196	876	1.1733	0.381804059634	0.999680550298223
ENST00000613482.1	4682	1101	1.192	0.437193646569	0.999983208388744
ENST00000588695.5	648	492	1.1236	0.612097831175	0.994664402819545
ENST00000589058.5	536	138	0.7104	0.0188759015185	0.0229651205276215
ENST00000421054.7	502	279	0.8375	0.181216399387	0.321270904898415
ENST00000276414.4	1760	291	0.8018	0.146555128168	0.265795684669152
ENST00000491129.5	610	213	0.7339	-0.1383100253	0.0221318686527584
ENST00000465922.1	546	168	0.6934	-0.0677078207056	0.0179954775231052
ENST00000046087.7	1195	1056	0.7402	-0.0245244740004	0.998208833000335
ENST00000368149.3	4414	1992	1.0004	0.20032429421	0.999999993681515
ENST00000463225.1	464	222	1.0287	0.0503717640223	0.179688141309112
ENST00000377801.8	7706	966	1.1551	0.231578618652	0.999645171179922
ENST00000328457.5	7538	966	1.1551	0.231578618652	0.999648423588307
ENST00000371244.9	9355	1659	0.8917	0.13680541671	0.999999264831286
ENST00000610361.1	9280	1659	0.8917	0.131311716922	0.999999243029007
ENST00000396398.7	3694	1236	1.2162	0.493542138681	0.999997704373378
ENST00000403363.5	1856	1236	1.2162	0.493542138681	0.999997924450007
ENST00000399604.4	4862	2424	0.9378	0.0924966490218	0.999999999876926
ENST00000575779.2	4863	2424	0.9378	0.0924966490218	0.99999999987692
ENST00000317961.8	5472	4620	1.0248	0.29513245636	1
ENST00000485154.1	792	201	0.9592	0.186525530998	0.234199168389112
ENST00000478891.1	856	369	0.9221	0.493986990289	0.919024380945986
ENST00000447300.1	1336	1275	0.9345	0.23197282468	0.999983160677389
ENST00000538374.5	2683	2406	1.2137	0.408368791147	0.99999999999241
ENST00000536675.2	2855	2406	1.2137	0.408368791147	0.999999999992338
ENST00000263208.5	4053	3054	0.9984	0.335083960298	1
ENST00000452818.1	453	285	0.9225	0.316050381812	0.606612598513593
ENST00000373257.7	4363	2556	1.0589	0.432711174598	0.999999999997714
ENST00000632009.1	4132	2559	1.0589	0.432378627947	0.999999999997813
ENST00000617562.4	704	126	0.4747	-0.0915480285809	0.00460227347106385
ENST00000622559.4	727	126	0.4747	-0.0915480285809	0.00459649977433022
ENST00000650427.1	2908	1149	0.8866	0.267489435124	0.999928541525738
ENST00000647564.1	2208	1149	0.8866	0.267489435124	0.99993123208409
ENST00000269187.10	3566	2268	1.0214	0.0807599045466	0.999999999471491
ENST00000590986.5	3003	2268	1.0214	0.0807599045466	0.999999999487557
ENST00000436110.1	2496	348	1.0314	0.0964260900176	0.517134167395141
ENST00000496987.1	309	48	0.8211	0.219806855687	0.0413245305014916
ENST00000257248.3	1511	1254	1.1448	0.261195389517	0.999991276730151
ENST00000533067.1	386	201	0.9246	-0.0992893973425	0.0467009279493644
ENST00000532070.1	977	381	1.1176	0.287942623959	0.878720739935524
ENST00000243347.5	1422	834	0.8981	0.0894547444738	0.993712715243766
ENST00000460812.1	501	189	0.9693	-0.0508180184024	0.0624737761976781
ENST00000356766.11	5114	2922	1.0606	0.190688923391	0.999999999999829
ENST00000521356.5	3488	2814	1.0414	0.192776139666	0.999999999999446
ENST00000519884.1	1262	384	1.0015	0.100839104405	0.613653472868242
ENST00000474094.1	341	303	0.8183	-0.0645437014112	0.116281179451774
ENST00000437994.6	9401	4287	0.8591	0.0288596373216	1
ENST00000510035.5	752	399	1.1138	-0.0109042603002	0.590855826314039
ENST00000332990.5	937	843	0.7814	0.0779089164632	0.991144787829387
ENST00000635755.1	440	390	1.033	0.559490132183	0.969725307786999
ENST00000592722.1	563	210	0.8358	0.0128185558024	0.0723602660074831
ENST00000276211.10	2985	1644	1.1728	0.27096192647	0.999999896915962
ENST00000370922.5	2736	1608	1.1636	0.293615559577	0.999999863148232
ENST00000370921.1	2447	1236	1.1636	0.305479055835	0.999991954078741
ENST00000639280.1	2685	1551	1.1438	0.297244891482	0.999999729563459
ENST00000256389.4	2795	2331	0.8264	0.0355262093196	0.999999999354748
ENST00000652041.1	2791	2331	0.8264	0.0355262093196	0.999999999354889
ENST00000558256.5	3298	579	0.7442	0.196265359454	0.902454499017513
ENST00000637259.1	801	192	1.1236	-0.0587501054536	0.0990683295329396
ENST00000309931.3	1683	1248	0.833	0.0786581372569	0.999916487934908
ENST00000440997.1	564	213	0.9337	0.122153932947	0.179974191868582
ENST00000643776.1	1004	519	1.1943	0.379048467214	0.987132032351229
ENST00000645375.1	978	519	1.1943	0.379048467214	0.987150128466379
ENST00000401503.5	748	207	0.3747	-0.391753629149	0.00130631375089156
ENST00000344414.9	449	180	0.8461	-0.0144472067136	0.0469618160349347
ENST00000463919.1	588	117	0.9046	-0.173620147392	0.0111288858633176
ENST00000319363.10	8607	2601	1.3003	0.4852534749	0.999999999999448
ENST00000612619.1	8506	2499	1.2751	0.480476769882	0.999999999998072
ENST00000301455.7	1872	1221	1.1896	0.467449712142	0.999996845120248
ENST00000595079.5	1719	720	1.1727	0.458483421637	0.999049131631713
ENST00000652544.1	2919	294	0.8964	0.222609635407	0.435751294432845
ENST00000472227.5	1816	378	1.0799	0.142601744093	0.708658490464522
ENST00000444242.1	1191	393	0.7458	-0.0515875308722	0.224587616210019
ENST00000652562.1	647	102	0.799	-0.107291499295	0.00976060066109789
ENST00000368528.3	745	477	1.1476	0.466186631473	0.98596644902855
ENST00000607601.2	1701	201	0.9341	-0.0651917978852	0.0547534186176239
ENST00000450734.1	457	336	1.2046	0.408468526604	0.926676276404394
ENST00000424587.7	5603	405	0.6006	-0.10267714344	0.103646779039895
ENST00000593576.1	2887	165	0.6606	-0.177446329624	0.00710102616126456
ENST00000600039.1	287	84	0.6322	-0.0714071817066	0.00571763401967797
