mRNA_size	ORF_size	Fickett_score	Hexamer_score	coding_prob
ENST00000640694.1	5958	3465	1.054	0.506231993264	1
ENST00000642864.1	6037	4467	0.9621	0.432608362088	1
ENST00000261233.8	8663	1791	0.6556	0.0751725644342	0.999999469803745
ENST00000457197.2	1853	1608	0.6589	0.0726317940714	0.999997160859699
ENST00000262958.3	2133	1125	1.2833	0.687269565247	0.999998213308328
ENST00000586082.1	579	270	1.2478	0.73890759491	0.981030069971493
ENST00000389735.7	1763	1065	0.7226	0.25462037774	0.999673220833689
ENST00000509551.5	774	699	0.6957	0.236207835962	0.977706744088794
ENST00000278483.8	1108	594	0.8244	0.0190917705735	0.847357206884179
ENST00000618164.1	499	396	0.8441	0.0144736519283	0.394630734804076
ENST00000311106.8	5136	2262	0.9984	0.258682272932	0.999999999773471
ENST00000508626.5	2234	2121	0.9984	0.24926805255	0.999999999009347
ENST00000392859.7	1709	1272	1.0627	0.230411335059	0.999988466152041
ENST00000264028.5	3994	1536	1.0263	0.218516179281	0.999999169175769
ENST00000398136.7	3304	627	1.1603	0.0637017977541	0.967435325025213
ENST00000528969.5	568	363	0.9398	-0.041568047739	0.307666412078656
ENST00000423313.6	4548	462	0.6702	-0.0835557981658	0.248647868047898
ENST00000545251.6	2485	462	0.6702	-0.0835557981658	0.270375203306236
ENST00000563563.2	570	81	1.0891	0.0957483234656	0.067976919767844
ENST00000619513.1	4340	462	0.6702	-0.0835557981658	0.250784658830019
ENST00000547357.5	1665	1602	0.8463	0.06124450006	0.999998312205369
ENST00000550058.1	568	534	1.0791	0.0486332702792	0.893749104543806
ENST00000551722.1	765	477	0.7933	0.0437522373934	0.614506245546604
ENST00000360423.11	1390	888	1.2772	0.537937017497	0.99993854547549
ENST00000569544.5	740	327	1.3251	0.571961241058	0.978710363117363
ENST00000565290.5	906	906	1.297	0.53488382396	0.999953443482302
ENST00000563944.1	858	456	1.2853	0.560807007693	0.993693757849741
ENST00000569622.5	937	654	1.0474	0.161875868417	0.982533317076876
ENST00000565417.5	3103	657	0.8542	-0.0210270973084	0.897406936098289
ENST00000256689.10	4795	1521	0.8547	-0.0025569572664	0.999992904499237
ENST00000547252.5	847	705	0.6863	0.0448460277154	0.934036263944255
ENST00000643230.2	7273	2328	0.7396	0.133497946023	0.999999999365121
ENST00000643441.1	2414	2148	0.7962	0.149844384644	0.999999997285098
ENST00000378609.9	3163	1023	0.9596	0.40786404511	0.99990157832949
ENST00000437146.1	423	321	1.0692	0.416027074172	0.875434396841009
ENST00000311308.6	843	720	1.1143	0.562302838716	0.99940947386537
ENST00000593586.1	2323	702	0.8821	0.256805412956	0.98898149566186
ENST00000452361.5	2040	1092	1.0535	0.352347676623	0.999956664128617
ENST00000441673.2	1668	792	1.2454	0.378018805178	0.999462385175898
ENST00000470295.5	758	231	0.9688	0.458899032638	0.698186902270594
ENST00000476185.1	474	186	1.129	0.512033971414	0.773025316584259
ENST00000650108.1	5556	3126	1.1932	0.465796519176	1
ENST00000543453.1	205	45	0.7749	-0.0850223076569	0.00559092438105373
ENST00000649644.1	8843	1668	0.8814	0.106595782087	0.999999195547245
ENST00000504123.6	8865	1668	0.8814	0.106595782087	0.999999194576259
ENST00000497048.5	2393	1290	0.942	0.351999827934	0.999992903120294
ENST00000493306.1	2706	1542	0.9426	0.327010723789	0.999999499892903
ENST00000476977.5	5868	2883	1.2851	0.524295302688	1
ENST00000486086.1	440	72	0.5661	-0.636985798103	0.000128294464511086
ENST00000308418.8	2794	495	1.2096	0.52881551964	0.992860707104744
ENST00000531596.6	2085	495	1.2096	0.52881551964	0.99313105440148
ENST00000642430.1	1909	246	1.1194	0.535623455513	0.873040524083856
ENST00000320246.9	3447	942	1.2952	0.509364662436	0.999957973571079
ENST00000394199.6	2535	1044	1.3108	0.474567742258	0.999985052501954
ENST00000381418.9	5474	3570	0.7658	0.316406188254	1
ENST00000312841.9	5351	3405	0.7317	0.309832414232	1
ENST00000518461.2	560	453	1.0403	0.436356867962	0.969019028419142
ENST00000308748.10	1816	1173	0.6673	0.261339396287	0.999886253157184
ENST00000651383.1	563	330	1.1498	0.366052376132	0.88262052365347
ENST00000300055.10	2916	1569	1.2244	0.497563258143	0.999999949705584
ENST00000560330.1	698	309	0.4974	-0.275547520387	0.0125277563458721
ENST00000400419.1	822	258	0.9198	0.235223515622	0.403959171167486
ENST00000617002.1	255	255	0.9363	0.271500455137	0.471418020483231
ENST00000465238.5	587	129	1.0467	-0.0252399973568	0.0491510577237048
ENST00000487017.5	5807	2976	1.2096	0.216685120722	1
ENST00000328333.12	9276	8835	0.9351	0.300883656274	1
ENST00000199389.11	4411	1893	0.9787	0.202483269608	0.99999997965956
ENST00000495565.5	629	426	1.0459	0.294651119544	0.908582706014433
ENST00000474029.5	609	108	1.0967	-0.0140095570372	0.0493551059706862
ENST00000437169.5	448	402	0.8391	0.116910106318	0.56129316613831
ENST00000424754.5	659	579	1.1826	0.272925426819	0.987206381770298
ENST00000392563.5	2851	531	1.1183	0.432219304895	0.988268925003302
ENST00000392564.5	3182	654	1.1121	0.400255086308	0.996227829989721
ENST00000578961.5	687	471	0.7792	0.215412174861	0.801630897166631
ENST00000415822.7	2234	1398	0.7882	0.00611270061304	0.999970870711498
ENST00000476860.1	460	315	0.7585	-0.0967700000704	0.0909493821394093
ENST00000216489.8	2597	1170	0.9326	0.247452597406	0.999946474560551
ENST00000557057.5	1750	369	1.0934	0.195283420223	0.760974542765203
ENST00000479715.5	660	420	1.0949	0.283222892053	0.911103704519549
ENST00000246015.8	2042	792	1.0174	0.281670541459	0.997842619960278
ENST00000620742.4	798	378	0.7259	-0.0282341467338	0.212105312579783
ENST00000619860.3	491	264	0.9248	-0.0180684126838	0.139010986434093
ENST00000253803.6	3942	534	0.6633	-0.0421833623036	0.490048223229769
ENST00000306627.7	1511	582	0.8813	0.14622174088	0.925894787083245
ENST00000346855.7	1398	531	0.7746	0.124468176853	0.811696649200641
ENST00000376959.6	5447	2187	1.2486	0.581000962445	0.999999999968163
ENST00000474951.1	3347	468	0.6907	0.0890289972807	0.536211906337629
ENST00000670667.1	3688	2307	1.2145	0.567374533106	0.999999999990775
ENST00000538780.1	3294	1359	1.1665	0.512070147856	0.99999939838346
ENST00000358906.3	2731	1395	1.1665	0.509775918535	0.999999604594775
ENST00000373580.8	6567	1959	1.2339	0.614929078211	0.999999999628468
ENST00000288815.5	5964	1317	1.2266	0.614476430496	0.999999513467516
ENST00000302277.7	4527	3630	0.975	0.0120834505633	1
ENST00000613975.1	3986	3225	0.998	-0.0243229367826	1
ENST00000345535.8	762	486	1.045	0.312268867643	0.955393108181248
ENST00000564268.1	1140	177	0.5055	-0.176720952373	0.00526916750046219
ENST00000254963.7	3133	2061	1.2288	0.599390900072	0.999999999890047
ENST00000399701.1	3009	1803	1.2082	0.619496339806	0.999999998139277
ENST00000366480.5	1154	1008	0.7674	0.0238592872865	0.997924958881168
ENST00000641852.1	1008	1008	0.7674	0.0238592872865	0.997941469973924
ENST00000557573.1	883	771	1.2226	0.352123719173	0.999175735822625
ENST00000472901.1	691	579	1.0477	0.273815973573	0.979857180516778
ENST00000472702.1	628	243	1.3346	0.647929173889	0.967331262519159
ENST00000553861.1	667	228	1.206	0.474980279087	0.848817841904845
ENST00000303434.8	2329	1131	1.2516	0.658422981132	0.999997755888735
ENST00000463233.1	2404	879	1.2336	0.651974521975	0.999958200184622
ENST00000474629.7	7694	5406	0.9709	0.154095753866	1
ENST00000494811.2	581	555	0.9941	0.233563346113	0.960571915569747
ENST00000369152.6	891	414	1.0113	0.400904461838	0.935434698361149
ENST00000476344.1	743	129	0.7166	0.078703491974	0.0299399745937635
ENST00000415901.6	1644	579	0.8997	0.108093459595	0.910232225722332
ENST00000416026.2	795	579	0.8964	0.110566457416	0.914249111580085
ENST00000266263.10	1133	501	1.2436	0.511563821356	0.993974397572781
ENST00000355143.8	891	408	0.8388	0.354374749446	0.849312036795412
ENST00000407550.3	912	432	1.2219	0.532540133925	0.987851646794953
ENST00000629597.2	482	225	1.0545	0.572099307182	0.854338041429974
ENST00000532219.5	8246	7854	1.1108	0.0929318783146	1
ENST00000474060.1	5446	1584	0.9387	-0.00855125488755	0.999997178860836
ENST00000292291.10	1969	1035	1.12	0.379530312985	0.999944930669828
ENST00000613336.4	1599	636	0.6387	0.00848910495576	0.810384214730931
ENST00000602775.5	1466	504	0.5519	-0.163555789939	0.204204442744926
ENST00000602875.5	769	336	1.0627	0.26072992959	0.756565424461958
ENST00000524970.5	581	495	0.9411	0.361847218945	0.957610625186391
ENST00000524659.1	570	456	1.203	0.465960549715	0.985463136459238
ENST00000367136.5	2164	1509	1.1815	0.312569351265	0.999999663564244
