mRNA_size	ORF_size	Fickett_score	Hexamer_score	coding_prob
ENST00000397826.7	880	648	1.1692	0.453065730023	0.997876837612715
ENST00000458015.1	643	609	1.149	0.319394489562	0.992221683343961
ENST00000314045.11	4380	2649	1.2296	0.633118682425	0.999999999999867
ENST00000306014.9	4377	2646	1.2296	0.633772164092	0.999999999999863
ENST00000551912.1	458	162	1.0168	0.442535879394	0.537265025515252
ENST00000454243.7	2976	993	1.3026	0.655149361335	0.999990683784904
ENST00000523252.1	769	744	1.2694	0.648719412671	0.999844004386691
ENST00000615374.5	679	540	1.0686	0.317066496036	0.977760485047278
ENST00000479961.1	859	540	1.0686	0.317066496036	0.977544855731958
ENST00000494999.1	632	366	1.1373	0.335148007243	0.898970295572483
ENST00000367714.4	4410	3375	0.7699	-0.119436467074	1
ENST00000479367.1	760	96	0.6931	-0.309209117614	0.00186381791552066
ENST00000294256.12	3048	1851	1.2607	0.410210979094	0.99999999676149
ENST00000377190.7	3052	1854	1.1931	0.410003455507	0.99999999604074
ENST00000537718.6	1525	387	1.3004	0.544461364233	0.985287264645814
ENST00000312838.8	1883	714	1.3004	0.549675016973	0.9996198801211
ENST00000424772.2	921	852	1.0194	0.243038872442	0.99869715666127
ENST00000538775.5	4315	1347	1.0789	0.245747716331	0.999995046040243
ENST00000405109.5	5727	1872	0.9011	0.110649439427	0.999999936914786
ENST00000497045.1	1428	1425	0.85	0.0249574798263	0.999985148468387
ENST00000331434.7	2588	690	0.7861	0.197740353557	0.97488769022627
ENST00000530455.5	2676	363	0.4862	-0.00506749777472	0.09374207490723
ENST00000498192.5	873	249	1.0128	0.342612236547	0.617693341885641
ENST00000460879.5	638	66	1.241	0.320693540535	0.288828524963172
ENST00000615302.1	520	429	1.1126	0.152946020371	0.846318289723813
ENST00000427650.2	1398	288	0.9546	0.307414011301	0.616114770548971
ENST00000357336.3	4137	2472	0.9704	0.133732403903	0.999999999951894
ENST00000467153.5	1529	333	1.1898	0.341082458808	0.879153901063371
ENST00000588224.1	1791	333	1.1898	0.341082458808	0.877619313431899
ENST00000477962.1	871	195	1.2742	0.290880928189	0.613703563012292
ENST00000357155.2	1342	1065	1.1166	0.411740207555	0.999968345999722
ENST00000489706.5	451	171	0.9804	0.362915713741	0.411389813135304
ENST00000551266.1	490	300	0.8812	0.108599323483	0.309522113451193
ENST00000549398.5	506	189	0.9007	0.108937730068	0.121766645357642
ENST00000548364.6	764	384	0.8508	0.234221981372	0.68566229229736
ENST00000601438.2	1747	258	1.1831	0.143162663626	0.477334245899925
ENST00000300880.11	1347	306	0.5981	0.0731800262969	0.122062125435136
ENST00000341983.8	1538	507	1.0282	0.123304641186	0.886152583568626
ENST00000439096.2	1838	582	1.124	0.441394736946	0.994148357971825
ENST00000502321.5	676	282	0.8138	0.0681737937556	0.183683766700763
ENST00000507953.1	596	81	0.8217	-0.061037582101	0.011065365445442
ENST00000377197.8	844	690	0.7194	0.0972824694265	0.948585783113077
ENST00000529131.5	825	375	0.6489	-0.0472199641198	0.150847595827384
ENST00000466872.2	794	267	0.7376	-0.00960904198845	0.0831303426070975
ENST00000308377.8	4910	2706	0.8449	0.141855393429	0.999999999994628
ENST00000394566.5	5030	2706	0.8449	0.141855393429	0.999999999994593
ENST00000589811.5	584	300	1.2028	0.288882423895	0.801406578610542
ENST00000544690.6	522	309	1.157	0.350953963904	0.847869177180845
ENST00000262629.8	568	342	1.1045	0.348178540961	0.868395124759817
ENST00000547357.5	1665	1602	0.8463	0.06124450006	0.999998312205369
ENST00000550058.1	568	534	1.0791	0.0486332702792	0.893749104543806
ENST00000551722.1	765	477	0.7933	0.0437522373934	0.614506245546604
ENST00000563303.5	549	84	1.0015	-0.0821686077294	0.0186132025560869
ENST00000567211.5	1539	252	0.7333	0.0459680357592	0.0922231108537581
ENST00000348459.10	3128	2517	0.8517	0.0815904074496	0.999999999943161
ENST00000239026.10	2740	2145	0.7927	0.0521593856073	0.999999994766717
ENST00000526049.6	1218	564	0.6842	0.288072445626	0.925622410694135
ENST00000528346.1	655	654	0.6442	0.217815610217	0.952341398788979
ENST00000470295.5	758	231	0.9688	0.458899032638	0.698186902270594
ENST00000292330.3	963	762	1.2488	0.466722832725	0.999582518565846
ENST00000476185.1	474	186	1.129	0.512033971414	0.773025316584259
ENST00000497048.5	2393	1290	0.942	0.351999827934	0.999992903120294
ENST00000493306.1	2706	1542	0.9426	0.327010723789	0.999999499892903
ENST00000610832.1	1956	465	0.6926	0.199025658099	0.703046661927142
ENST00000379977.8	1566	804	0.9168	0.224535192455	0.996328790637151
ENST00000447291.5	906	303	0.844	0.106779667494	0.282746690991444
ENST00000397246.7	858	516	0.876	0.25863889796	0.92319651219331
ENST00000620865.4	1037	1023	0.671	0.143766002032	0.998824927287924
ENST00000341776.7	6003	3741	1.0484	0.387631020082	1
ENST00000397311.4	5595	3225	0.9923	0.421265446523	1
ENST00000294189.10	723	480	1.1799	0.458213360965	0.987256400929794
ENST00000475248.5	551	480	1.1799	0.458213360965	0.987374510346239
ENST00000497970.5	677	285	0.7715	-0.0552726813441	0.0868276012712078
ENST00000256649.9	3536	1743	0.9817	0.291598679072	0.999999940159212
ENST00000372546.9	2169	717	1.1774	0.29348381153	0.99730560783291
ENST00000406974.7	2037	588	1.1259	0.259877995524	0.983640239964341
ENST00000480255.2	344	57	1.2637	-0.0902210707291	0.0322660116546415
ENST00000551369.5	552	348	0.6738	0.256767045998	0.478872799071039
ENST00000639027.1	192	165	1.0791	0.0626150226505	0.130877724585515
ENST00000392612.7	2528	561	1.1123	0.533279372681	0.99541164992862
ENST00000488977.1	2195	234	1.1491	0.50146866878	0.842015136288366
ENST00000492595.6	3401	924	0.6859	0.00971503384421	0.991387912765868
ENST00000481965.6	673	300	0.7864	-0.166513029535	0.0568591823248529
ENST00000333751.6	2924	699	1.2044	0.478324419609	0.998978890340684
ENST00000576980.2	3051	699	1.2044	0.478324419609	0.998971762291572
ENST00000373314.7	3760	2202	1.2799	0.677616012192	0.999999999987743
ENST00000484348.2	654	267	1.2632	0.74798131001	0.982298058166215
ENST00000639815.1	1075	144	0.4907	-0.547999837522	0.000366819230496612
ENST00000242480.4	2979	1431	0.7835	0.332516970465	0.999997058521776
ENST00000411732.3	2824	1281	0.6731	0.305864992635	0.9999731340183
ENST00000436652.1	394	183	1.0593	-0.0656247642821	0.0724692276502008
ENST00000542800.1	341	183	1.0593	-0.0656247642821	0.0726648082647839
ENST00000583088.6	5263	1302	1.3072	0.760990267969	0.999999827610538
ENST00000331718.5	2198	1302	1.3072	0.760990267969	0.999999854278336
ENST00000488492.5	909	291	0.8409	0.0984412891294	0.244792479969441
ENST00000399312.3	931	378	1.0033	0.194882673949	0.729207440475689
ENST00000315901.4	861	255	0.7658	-0.0601727613316	0.0601936231771638
ENST00000294435.8	625	405	0.913	0.306406437635	0.84223229443858
ENST00000373122.8	1012	669	0.9336	0.280680243536	0.989251620702144
ENST00000373113.7	1044	783	1.0236	0.306330294468	0.998095723310631
ENST00000378895.9	1929	1134	1.1482	0.436074975209	0.99998831260918
ENST00000394901.7	2037	984	1.1125	0.391097048978	0.999906447273935
ENST00000426464.2	1569	891	1.0503	0.380561237979	0.999659153648061
ENST00000581759.1	824	285	1.0113	0.395369094428	0.768558505347324
ENST00000457658.6	2417	225	0.5081	-0.0750235446869	0.0155577913452013
ENST00000440408.5	5284	159	0.4782	-0.177789990029	0.00311068670305951
ENST00000651177.1	9640	7668	1.0243	0.0232183765386	1
ENST00000417071.1	882	114	0.4974	-0.211002482097	0.00209263261564543
ENST00000493168.1	787	273	1.2331	0.213728115398	0.674870920498648
ENST00000525967.5	1917	1488	1.2736	0.509459441282	0.999999907469294
ENST00000533788.1	899	540	1.1283	0.512281464782	0.994300978793622
ENST00000369413.8	1669	1128	1.0049	0.327856056463	0.999961059465853
ENST00000492140.1	730	453	1.132	0.296893842182	0.948014012047552
ENST00000487520.1	656	159	1.1127	0.309375427211	0.407924072487522
ENST00000528909.1	1436	1128	1.0049	0.327856056463	0.999961553774541
ENST00000482771.1	569	168	0.9403	0.0620892922056	0.0861177888161041
ENST00000373463.8	1030	669	1.1609	0.467124111348	0.998399985436337
ENST00000463914.1	606	243	1.0502	0.333562197111	0.622761999056292
ENST00000206423.7	12430	2853	1.0191	0.321235595547	0.999999999999711
ENST00000461431.1	781	681	1.2082	0.365020565758	0.99782273612799
ENST00000451363.5	538	342	1.2612	0.613747539664	0.982710329083602
ENST00000437406.1	1576	492	0.8052	0.0263131109404	0.628278600582066
ENST00000378673.2	2640	1365	0.7675	0.0664033296326	0.999967905110088
ENST00000296875.3	1796	1101	0.8041	0.106589958272	0.999594306132054
ENST00000328381.10	2054	1299	0.8558	0.269108953677	0.999985979495618
ENST00000535306.6	2098	861	1.0726	0.327336898494	0.999372406155215
ENST00000434242.2	257	234	0.9862	0.0933039112658	0.221173900187851
ENST00000263125.9	3285	2121	1.1146	0.286508089301	0.999999999439153
ENST00000610727.1	3077	2013	1.0759	0.286697997411	0.999999997881252
ENST00000555997.1	3094	951	0.9359	0.449596191792	0.999815182345237
ENST00000439696.2	3190	1017	0.9029	0.449654414414	0.99990054290627
ENST00000645515.1	3051	2565	1.223	0.264467507695	0.999999999996968
ENST00000644341.1	2234	1749	1.1323	0.269710506899	0.999999964595107
ENST00000478480.2	2017	1371	1.1125	0.254792866524	0.999997184989094
ENST00000471085.1	318	165	1.068	0.173679091832	0.220213052065741
ENST00000336079.8	4408	1983	0.9793	0.120895298233	0.999999987834876
ENST00000440554.1	792	750	1.0558	0.103161696545	0.991710834472168
ENST00000495478.1	517	354	1.0003	0.0974519332954	0.535743831774277
ENST00000590335.1	2170	534	0.7305	0.225899201298	0.871669058120576
ENST00000589593.1	580	411	0.7767	0.380442135366	0.848636441214221
ENST00000404031.5	595	288	1.0494	0.220221941476	0.578057742101781
ENST00000452112.5	524	273	1.0361	0.226629094241	0.535916555052712
ENST00000401641.2	507	273	1.0361	0.226629094241	0.536148377756844
ENST00000461040.5	563	237	0.9868	-0.235250430804	0.0379154541597295
ENST00000651011.1	1197	402	0.7268	-0.111005217883	0.172955111499018
ENST00000652117.1	666	432	0.7309	-0.0639732169341	0.288939445838469
ENST00000370336.5	2430	1947	0.9602	0.00523141777109	0.999999964815716
ENST00000464221.1	568	429	0.7462	-0.0684105250269	0.288451718803947
ENST00000380031.2	725	384	1.0432	-0.0417186138329	0.442951379377865
ENST00000484994.1	383	96	1.2054	-0.295988839205	0.0119337168802915
ENST00000537675.5	879	798	0.9189	0.0574922351038	0.989724606522647
ENST00000378784.8	2361	1788	0.7728	0.134098741934	0.999999818786529
ENST00000417405.1	494	387	1.1395	0.0865056438271	0.716486478936308
ENST00000279230.10	4197	3705	1.2766	0.629802020568	1
ENST00000325234.5	3946	3504	1.2766	0.625494613217	1
ENST00000421450.1	421	75	1.1681	0.17135800531	0.124990219837071
ENST00000433680.1	465	294	1.1097	0.278299625069	0.720985642121011
ENST00000614035.4	1430	1413	1.016	0.215843107064	0.999996990116167
ENST00000550577.5	817	351	1.0337	0.0864361576684	0.53531497519901
ENST00000538259.2	991	261	1.2509	0.146441885238	0.559198048155352
ENST00000552643.5	1383	633	0.619	0.270426702278	0.95037628339871
ENST00000551178.5	1863	1194	1.1646	0.478216428604	0.999995644799934
ENST00000547178.5	1998	1266	1.1987	0.480741564289	0.999998283339218
ENST00000552456.1	851	267	0.7459	0.0732686435917	0.133293750413172
ENST00000528251.1	566	300	1.2716	0.517264569136	0.953431661989833
ENST00000530054.1	656	345	0.8127	0.229438864613	0.547147475775011
ENST00000612612.5	530	405	0.8319	0.190563055971	0.667656787526533
ENST00000310441.12	8876	6108	1.3266	0.440262474456	1
ENST00000369984.4	8375	6243	1.3288	0.43656568154	1
ENST00000360945.7	607	459	1.0589	0.211556214246	0.900914374101676
ENST00000557754.1	438	225	1.0447	0.365649434363	0.618898109444124
ENST00000383052.5	5113	2406	1.0845	0.164570307816	0.999999999940566
ENST00000625061.3	2273	1833	1.1434	0.144132935397	0.99999997141198
ENST00000469869.1	678	342	1.1464	0.254992287513	0.81149716177161
ENST00000443793.1	567	273	1.1682	0.225364855305	0.643194349934147
ENST00000361365.7	1339	435	1.0487	0.180733310962	0.842450970601083
ENST00000382772.3	746	384	1.1139	0.218907493987	0.831307474716516
ENST00000464196.5	3148	321	0.5962	-0.337538170091	0.0120939705027179
ENST00000317668.8	3824	2505	1.2849	0.529154130317	0.999999999998997
ENST00000431567.5	3767	1467	1.3029	0.547704931739	0.999999907163835
ENST00000341197.9	2491	1521	1.2686	0.466666428288	0.99999991292834
ENST00000372999.5	2519	1395	1.2883	0.451490323753	0.999999634189755
ENST00000370836.6	4441	1818	1.0866	0.383796481329	0.999999989182838
ENST00000370833.6	1938	1938	1.0899	0.367274541911	0.999999997308126
ENST00000586323.5	581	420	0.8077	0.0612197410294	0.49857861667232
ENST00000525288.5	538	405	0.7444	0.0437775147887	0.378670498470319
ENST00000536364.5	1973	1458	1.2787	0.515594263688	0.99999987709187
ENST00000327471.4	1948	1233	1.2871	0.537266543878	0.999998704238178
ENST00000333703.8	4710	3114	1.0233	0.186595378071	1
ENST00000622698.4	4824	3114	1.0233	0.186595378071	1
ENST00000400457.3	9039	4023	1.0046	0.165115154567	1
ENST00000292147.7	920	765	1.1745	0.427370175152	0.999339495978498
ENST00000594342.5	702	396	1.049	0.370294596355	0.918827793509122
ENST00000458714.2	2285	1035	0.9395	0.255495809552	0.999778451213883
ENST00000598080.5	536	303	0.9902	0.354213781091	0.749300403669694
ENST00000392818.7	1563	741	1.1656	0.347805664358	0.998505672151444
ENST00000476627.5	882	741	1.1656	0.347805664358	0.99856036274326
ENST00000488752.5	584	510	1.0578	0.312385983976	0.967306417571592
ENST00000492838.1	550	456	1.0345	0.337374474351	0.945647370728321
ENST00000624691.3	2656	1341	1.2514	0.680789588039	0.999999809525527
ENST00000624406.3	2453	1656	1.2442	0.6146747172	0.999999991498449
ENST00000398168.5	2514	1656	1.2442	0.6146747172	0.999999991469966
ENST00000623939.3	584	471	1.2706	0.663901979985	0.997034280409591
ENST00000624921.1	774	372	0.6692	0.257676591969	0.54027213986745
ENST00000240617.10	1960	1662	0.7943	0.194602410764	0.999999533113706
ENST00000540572.1	553	432	1.1415	0.293864567281	0.936583922344616
ENST00000381577.4	3634	873	1.1229	0.208756278481	0.998969659629966
ENST00000474218.1	442	69	0.9778	-0.13727900772	0.0105276275874258
ENST00000639464.1	3205	1353	1.2592	0.729915709657	0.999999875989275
ENST00000619417.1	1879	855	1.2601	0.786869478092	0.999978614701953
ENST00000423831.5	598	285	0.8887	0.0328995130661	0.196296052878307
ENST00000357639.8	3165	2628	0.7679	0.0564607780653	0.999999999974421
ENST00000358229.6	3026	1992	0.6711	0.0475808643034	0.999999953964362
ENST00000607772.6	21078	1668	0.9858	0.284028487057	0.999999625935501
ENST00000433165.6	2347	1143	0.8587	0.225449952227	0.99989470852847
ENST00000256857.7	858	447	0.8929	0.2327661812	0.834227140785313
ENST00000456142.3	607	282	0.7469	0.251399772182	0.352845975720339
ENST00000475908.5	905	444	0.8368	0.0455816385252	0.562292918994813
ENST00000418299.5	1009	273	1.0276	0.107025317818	0.345751094088574
ENST00000381222.8	4507	2085	1.2882	0.7419873315	0.999999999968912
ENST00000515319.6	905	222	0.5429	-0.0913575825642	0.0166700646045943
ENST00000652001.1	4498	2085	1.2882	0.7419873315	0.999999999968928
ENST00000290438.3	3176	2082	1.2559	0.415792800743	0.999999999758184
ENST00000562157.1	579	129	1.3134	-0.2981040721	0.024163010895315
ENST00000569486.1	331	153	1.1148	-0.242716146894	0.0226460040673346
ENST00000534030.1	585	267	1.2345	-0.165458880354	0.164937896208582
ENST00000322028.5	876	285	0.6814	-0.0541184262728	0.0649187342679696
ENST00000444428.5	507	198	1.2336	0.750302426003	0.95947123357342
ENST00000491163.1	621	576	1.2003	0.540656391348	0.997527705007165
ENST00000342032.8	1768	468	1.0106	0.176920624447	0.866201248525797
ENST00000498609.1	568	171	1.0366	0.253849355963	0.303063486732983
ENST00000357275.6	1036	486	0.9122	0.337869708077	0.93973121532384
ENST00000360981.8	1078	486	0.9122	0.337869708077	0.93960065429317
ENST00000314759.6	2869	1239	0.9722	0.106834250693	0.99994858566557
ENST00000465471.5	930	708	1.0284	0.0626361906682	0.981415260790796
ENST00000543264.6	2577	1023	1.0555	0.471616578545	0.99995348707331
ENST00000599689.1	1729	903	1.0309	0.500096239758	0.99984434531931
ENST00000593383.1	558	528	1.1864	0.328756459305	0.984215079663318
ENST00000485154.1	792	201	0.9592	0.186525530998	0.234199168389112
ENST00000478891.1	856	369	0.9221	0.493986990289	0.919024380945986
ENST00000447300.1	1336	1275	0.9345	0.23197282468	0.999983160677389
ENST00000309988.9	1084	462	1.3264	0.383999083568	0.98498214269437
ENST00000354078.7	831	417	0.5808	-0.0873002186584	0.149773365989928
ENST00000569581.1	738	327	1.1668	0.431006206441	0.918869415229749
ENST00000317058.8	1159	882	1.2232	0.570718729831	0.999935930117936
ENST00000354866.7	3324	2628	0.993	0.445902963282	0.999999999998882
ENST00000457798.1	334	0	0	0	0.000390847634743854
ENST00000650427.1	2908	1149	0.8866	0.267489435124	0.999928541525738
ENST00000647564.1	2208	1149	0.8866	0.267489435124	0.99993123208409
ENST00000269187.10	3566	2268	1.0214	0.0807599045466	0.999999999471491
ENST00000590986.5	3003	2268	1.0214	0.0807599045466	0.999999999487557
ENST00000486700.1	2175	1020	1.3318	0.590137876256	0.999991157087216
ENST00000272644.7	2062	1104	1.2822	0.551282310816	0.999994842698473
ENST00000337938.7	2452	717	0.7256	0.264815334741	0.984737374585136
ENST00000644821.1	2544	597	0.7517	0.291961161736	0.955811033223202
ENST00000395654.3	2318	675	0.665	0.254774950776	0.968768569473862
ENST00000421213.1	323	198	1.1459	0.148544750453	0.314430007131909
ENST00000452757.5	509	183	1.0714	0.401392406941	0.579331627927744
ENST00000375159.6	5403	5403	1.0293	0.086885033261	1
ENST00000620763.1	5400	5400	1.0293	0.08491223432	1
ENST00000260447.6	727	255	1.3034	0.545498563617	0.942014026282163
ENST00000559932.1	695	204	1.182	0.466151560371	0.789016805367648
ENST00000316637.7	2296	1896	1.2496	0.686494975023	0.999999999635006
ENST00000468102.1	450	168	0.7557	0.0238424576012	0.0382761405963867
ENST00000588563.5	581	528	0.9053	-0.0080424371975	0.753754972122623
ENST00000341249.10	1155	573	0.9107	-0.00579937516619	0.835200885181066
ENST00000368124.8	2546	1299	1.124	0.418300896241	0.999997689091343
ENST00000368125.9	3739	1197	1.124	0.408901966875	0.99999182368858
ENST00000527115.1	769	189	0.8332	-0.280914714404	0.0100643282991348
ENST00000310109.5	2333	696	1.2032	0.467989720939	0.998907108815672
ENST00000651570.2	1030	915	1.152	0.419173399656	0.999859010745832
ENST00000219066.5	1067	939	1.1498	0.412452710216	0.999886636523385
ENST00000308064.7	3906	1236	1.2497	0.739596442707	0.999999535118937
ENST00000533673.1	516	183	1.1094	0.115873564108	0.217215373475597
ENST00000311487.9	1920	354	0.8147	-0.053970920171	0.183564924672065
ENST00000478214.1	716	291	0.9546	0.409816680302	0.762322623675777
ENST00000327569.7	6115	3399	0.765	0.0361592824557	1
ENST00000361648.6	6010	3360	0.7596	0.0460611709401	1
ENST00000373625.8	7355	1611	1.1218	0.306337214884	0.999999817729161
ENST00000469790.1	879	870	1.0421	0.241619261506	0.99900842338806
ENST00000594378.1	1947	522	0.8055	0.220832655534	0.883042584739288
ENST00000597009.5	1675	954	0.7668	0.166370784547	0.998350642547514
ENST00000490592.1	809	264	0.6307	0.161879004022	0.146439117077111
ENST00000389703.7	1347	849	1.2866	0.64669997002	0.999952540746863
ENST00000389701.9	1295	612	1.0926	0.422700487295	0.994927767056858
ENST00000520382.5	466	180	1.2335	0.25777369124	0.494023473477204
ENST00000313115.11	471	207	1.2066	0.31791223278	0.634158331474794
ENST00000490027.5	4440	1935	1.101	0.284041260258	0.999999994907303
ENST00000509809.1	578	384	1.0325	0.164197221094	0.729391415849702
ENST00000470462.2	479	213	0.7111	-0.063963130601	0.0320274205080807
ENST00000621673.4	1444	447	1.0116	0.173979831216	0.837017656052926
ENST00000615342.4	1554	576	0.8356	0.114164267209	0.891264299632517
ENST00000641164.1	2033	966	1.2347	0.304132235574	0.999872752347323
ENST00000573901.2	433	150	1.2397	0.168356020845	0.293391074971837
ENST00000402061.7	525	351	1.3114	0.498122224795	0.973737760301068
ENST00000255784.5	1270	690	1.3108	0.54994079383	0.999536949400784
ENST00000589334.5	1830	774	1.2327	0.487787583372	0.999643883079139
ENST00000206380.8	1525	774	1.2327	0.487787583372	0.99964978702389
ENST00000278780.7	1583	828	1.0059	0.511156021944	0.999635845716901
ENST00000483661.5	1263	432	1.1421	0.486072815148	0.978585344694078
ENST00000494030.1	990	432	1.1421	0.486072815148	0.978896797753718
ENST00000462208.1	218	123	1.1961	0.533894410788	0.71066953224164
ENST00000252590.9	2290	1329	1.2445	0.607259225479	0.99999965838254
ENST00000599426.1	620	564	1.2654	0.583829238667	0.998260348994857
ENST00000514503.1	564	144	0.9359	0.0319939299006	0.0558290120936741
ENST00000607809.5	725	411	0.6551	-0.137785043782	0.136116638027769
ENST00000505259.2	821	411	0.6551	-0.137785043782	0.135498857995647
ENST00000652544.1	2919	294	0.8964	0.222609635407	0.435751294432845
ENST00000472227.5	1816	378	1.0799	0.142601744093	0.708658490464522
ENST00000450133.5	1212	666	0.8764	0.256194103192	0.984201214331041
ENST00000381639.3	1303	246	1.0496	0.229240369423	0.465433288138086
ENST00000431582.6	602	231	0.9529	0.0789741157873	0.180484760169118
ENST00000527459.6	561	231	0.9529	0.0789741157873	0.180817512936852
ENST00000414513.7	3071	231	0.6367	-0.0577491329668	0.0274350760266167
ENST00000444242.1	1191	393	0.7458	-0.0515875308722	0.224587616210019
ENST00000652562.1	647	102	0.799	-0.107291499295	0.00976060066109789
ENST00000441139.5	3461	438	0.9618	0.14758096931	0.748956305782031
ENST00000651484.1	3118	288	0.5573	-0.171026872955	0.0199555245465847
ENST00000447520.5	832	396	0.9203	-0.0367123634276	0.378932070467769
ENST00000538014.2	2018	396	0.8013	-0.0100885712966	0.308366737940241
ENST00000253320.8	7299	546	1.0096	0.153138320858	0.907994796077962
ENST00000593000.1	1074	345	1.099	0.0994984963795	0.590163911668625
ENST00000414190.6	2337	162	0.6379	-0.249482959213	0.00423897940954737
ENST00000559768.1	578	549	0.9202	0.209414730212	0.938474374807792
ENST00000368528.3	745	477	1.1476	0.466186631473	0.98596644902855
ENST00000607601.2	1701	201	0.9341	-0.0651917978852	0.0547534186176239
ENST00000442116.1	1292	363	1.1858	0.349724696155	0.914645736821085
ENST00000424587.7	5603	405	0.6006	-0.10267714344	0.103646779039895
ENST00000649320.1	1376	306	0.9782	0.146978817484	0.446076724219331
ENST00000648904.1	1154	306	0.9782	0.146978817484	0.449086404139279
ENST00000437960.1	408	306	0.9782	0.146978817484	0.459226108988096
