mRNA_size	ORF_size	Fickett_score	Hexamer_score	coding_prob
ENST00000519562.1	570	192	0.9896	0.0635404369416	0.128444622205307
ENST00000518023.5	582	378	0.8745	-0.0531112511488	0.281072129747322
ENST00000297581.2	1953	1413	0.9275	0.0225197395174	0.999986417506604
ENST00000518051.1	580	138	0.9155	-0.0771464252761	0.0258656383707314
ENST00000520080.1	696	138	0.9155	-0.0771464252761	0.0257058595426433
ENST00000554636.1	565	363	1.106	0.161651505738	0.730118645523284
ENST00000216456.6	1103	516	0.9126	0.299696745195	0.945239807979385
ENST00000291634.11	892	693	1.163	0.428495083744	0.998476230267616
ENST00000397826.7	880	648	1.1692	0.453065730023	0.997876837612715
ENST00000458015.1	643	609	1.149	0.319394489562	0.992221683343961
ENST00000202917.10	1631	1203	1.0306	0.295195846322	0.999981263282778
ENST00000551241.5	2416	1083	1.0603	0.279136375405	0.999925478917939
ENST00000553185.1	664	534	0.9991	0.232763692509	0.951011412343023
ENST00000319555.8	5432	3021	1.1551	0.510065313415	1
ENST00000562437.2	502	456	0.8716	0.316029145044	0.897332916544651
ENST00000302014.11	1356	1128	1.1661	0.375498033506	0.999983553583266
ENST00000512545.1	556	414	0.7868	0.122245164126	0.556465997961275
ENST00000401743.6	1648	1128	1.1661	0.375498033506	0.99998328814925
ENST00000560188.1	621	567	1.0028	0.0549683328416	0.906475246369775
ENST00000310673.4	1406	1053	0.9974	-0.000162153944946	0.999333238784091
ENST00000561467.1	465	87	1.259	-0.0272682178501	0.0626126429388483
ENST00000391916.7	2939	1890	0.7383	0.417925811097	0.999999987977287
ENST00000410105.2	3085	546	0.7796	0.496937763139	0.978413692790119
ENST00000261623.8	692	588	1.2272	0.581222110307	0.998452223097042
ENST00000565588.5	221	219	1.1842	0.400814981556	0.754715070916505
ENST00000370203.9	6805	792	0.8769	0.00348280545342	0.975945681490189
ENST00000455656.1	609	429	0.8868	-0.0514247339786	0.421305341973096
ENST00000580498.5	785	531	1.0914	0.209232595561	0.956938970915226
ENST00000300917.9	3263	2976	0.9945	0.114644915844	0.999999999999831
ENST00000624589.3	1456	1188	0.8697	0.350210544431	0.999972628469952
ENST00000625202.1	484	249	0.6999	-0.215652531873	0.0186108271372748
ENST00000371531.5	2245	1287	1.1045	0.41530344167	0.999997168521417
ENST00000224356.5	2117	1494	1.1121	0.415283866385	0.99999972968688
ENST00000344770.6	2084	1560	1.1845	0.297372770467	0.999999794526352
ENST00000429537.6	578	87	1.0272	-0.234751651606	0.00840535046091631
ENST00000451928.6	1897	1227	1.1966	0.293843297095	0.999991730693911
ENST00000417171.5	2230	1560	1.1845	0.297372770467	0.999999792874859
ENST00000397367.6	1004	627	1.0585	0.262898406848	0.987573142795274
ENST00000513623.5	665	570	1.0049	0.264985927361	0.972990146611458
ENST00000514524.2	656	543	0.9685	0.209259579353	0.943691555359472
ENST00000651391.1	966	627	1.0585	0.262898406848	0.987598687530722
ENST00000397366.5	969	627	1.0585	0.262898406848	0.987596672727622
ENST00000595791.5	585	474	1.1547	0.55041426294	0.991532129872401
ENST00000600291.5	559	393	1.2198	0.671553302557	0.991979492683111
ENST00000546919.5	775	693	1.07	0.311342780275	0.995764287362219
ENST00000549937.5	761	726	0.8093	0.23664367679	0.988770884667167
ENST00000547210.5	568	492	0.9668	0.290317279276	0.93930173903653
ENST00000550774.5	545	435	0.908	0.313714866955	0.885143556290858
ENST00000310144.11	1331	1221	1.1885	0.440352835167	0.999996376249989
ENST00000584320.5	804	795	1.2207	0.367994226477	0.999426277652963
ENST00000475381.6	4536	1227	1.1683	0.253791351531	0.999986565227198
ENST00000424772.2	921	852	1.0194	0.243038872442	0.99869715666127
ENST00000538775.5	4315	1347	1.0789	0.245747716331	0.999995046040243
ENST00000652007.1	1323	1323	1.1548	0.247653076893	0.999995815287768
ENST00000491148.5	1773	1254	1.1897	0.280804111368	0.999993269880565
ENST00000462345.5	584	297	1.2204	0.299807490709	0.815854802681706
ENST00000484877.1	561	459	0.853	0.0355573958057	0.606390881988278
ENST00000473621.5	3574	216	0.8791	0.0548319987187	0.0958037514912559
ENST00000194155.6	4126	2397	1.2548	0.407711339467	0.999999999992084
ENST00000624874.1	565	153	0.8186	-0.174288845407	0.0123275819142124
ENST00000453680.5	2873	951	1.1902	0.31899481756	0.999832131844284
ENST00000422110.6	2523	858	1.1466	0.333391833835	0.999503760925763
ENST00000547357.5	1665	1602	0.8463	0.06124450006	0.999998312205369
ENST00000550058.1	568	534	1.0791	0.0486332702792	0.893749104543806
ENST00000551722.1	765	477	0.7933	0.0437522373934	0.614506245546604
ENST00000215727.10	2203	1500	1.3067	0.370107430715	0.999999829199951
ENST00000406799.1	1798	1584	1.3067	0.352163529129	0.999999927223067
ENST00000330181.9	1165	1065	0.8858	0.279568483857	0.999845112758969
ENST00000351581.4	762	486	1.045	0.312268867643	0.955393108181248
ENST00000566424.1	1140	177	0.4753	-0.163637786038	0.00514121148161081
ENST00000338694.7	3389	1257	1.2471	0.449804662818	0.999997907767001
ENST00000575592.1	1587	819	1.2592	0.48158332531	0.999798671601019
ENST00000572291.1	492	339	0.9526	0.266985282157	0.698700698271952
ENST00000573966.1	818	243	0.5759	0.168710178691	0.104734086264951
ENST00000431187.5	559	528	1.2537	0.398388500344	0.991733764586839
ENST00000494986.5	615	507	0.8789	0.262417787259	0.919246563333675
ENST00000361134.2	2124	1800	1.2435	0.521577183811	0.99999999705968
ENST00000538474.5	2162	1800	1.2435	0.521577183811	0.999999997053548
ENST00000372090.6	1887	1533	0.9448	0.321123064598	0.999999456108425
ENST00000495703.5	2173	705	0.9754	0.242775925045	0.991635622454132
ENST00000569627.1	622	351	1.1719	0.495707922634	0.957391573353568
ENST00000563462.1	827	672	1.3518	0.651653961343	0.999741065941885
ENST00000374395.9	6863	726	0.9168	0.218929375038	0.987948573996102
ENST00000412742.5	667	522	0.7769	0.1630922426	0.837912009977125
ENST00000374393.4	382	348	0.8774	0.216097551972	0.593827801371917
ENST00000554998.5	1952	1635	0.6502	0.23349726367	0.999999180716487
ENST00000402312.7	1969	1635	0.6502	0.23349726367	0.999999179952451
ENST00000335290.10	2123	1635	0.6502	0.23349726367	0.999999172998644
ENST00000308418.8	2794	495	1.2096	0.52881551964	0.992860707104744
ENST00000533698.5	710	246	1.1194	0.535623455513	0.880150563443092
ENST00000395081.7	1409	1143	1.0623	0.324998072701	0.999972902277115
ENST00000563081.1	621	486	0.9047	0.214905960525	0.880534643871766
ENST00000565497.5	1348	1170	1.2482	0.609923955979	0.999998133207895
ENST00000570244.5	844	738	1.1621	0.61679873161	0.999705725322109
ENST00000369489.10	1086	753	0.6572	-0.0829544698713	0.908751014762193
ENST00000464088.5	874	714	0.5852	-0.096960420224	0.823550553627045
ENST00000321826.5	1788	1125	1.1288	0.559363087393	0.999993510381891
ENST00000471843.1	554	204	1.2961	0.569697731785	0.912807693858313
ENST00000511368.5	2682	1713	0.7517	0.193819574269	0.999999680519774
ENST00000513709.1	187	21	0.7979	-0.56045696692	0.000260067710817271
ENST00000428559.7	1644	957	1.028	0.152916085	0.999297200486418
ENST00000526530.1	1619	693	1.0614	0.169651873716	0.989273104069931
ENST00000416743.1	394	378	1.213	0.549750609018	0.980088737352475
ENST00000464886.1	373	291	1.2201	0.563023069316	0.953875326484643
ENST00000345535.8	762	486	1.045	0.312268867643	0.955393108181248
ENST00000564268.1	1140	177	0.5055	-0.176720952373	0.00526916750046219
ENST00000563616.1	578	105	0.5619	-0.0375110639212	0.00685347115501179
ENST00000578186.2	583	312	1.04	0.569366338126	0.935249503621545
ENST00000618193.1	1547	312	1.04	0.569366338126	0.931973980454968
ENST00000540372.5	2007	1542	1.2712	0.419078554866	0.999999911317489
ENST00000557573.1	883	771	1.2226	0.352123719173	0.999175735822625
ENST00000472901.1	691	579	1.0477	0.273815973573	0.979857180516778
ENST00000472702.1	628	243	1.3346	0.647929173889	0.967331262519159
ENST00000553861.1	667	228	1.206	0.474980279087	0.848817841904845
ENST00000357847.8	1395	717	1.0445	0.164642306954	0.991131568904285
ENST00000275235.8	1202	738	1.0086	0.133046470143	0.990495032583677
ENST00000572179.5	672	168	0.6339	0.0160676329825	0.0240537125825363
ENST00000572433.5	731	63	1.0018	-0.31130604998	0.00368624456631529
ENST00000570415.5	1115	732	1.0469	0.168233525964	0.992822388307347
ENST00000269385.9	3752	1170	0.9353	0.471238179555	0.999985469844943
ENST00000427800.2	665	525	0.5941	0.520345938725	0.961365844093114
ENST00000281453.10	2494	1257	1.0142	0.096004024522	0.999961948989163
ENST00000502461.1	723	156	0.6726	-0.289390154319	0.00383262611360496
ENST00000506535.1	585	219	1.0534	0.107094459784	0.244289243748674
ENST00000323977.7	2588	2043	0.9204	0.0953802176239	0.999999991952334
ENST00000393241.8	2604	2124	0.9588	0.0936873482574	0.999999997119546
ENST00000342483.5	2078	1497	0.7429	0.233714931795	0.99999719717816
ENST00000612342.4	2192	1425	0.7195	0.23379836602	0.999993161601172
ENST00000617266.2	1969	1095	0.9347	0.286310543383	0.999906147065275
ENST00000524970.5	581	495	0.9411	0.361847218945	0.957610625186391
ENST00000524659.1	570	456	1.203	0.465960549715	0.985463136459238
ENST00000373538.7	1504	1119	0.763	0.159910286497	0.999727821742299
ENST00000394125.8	1466	1119	0.763	0.159910286497	0.999728388105531
ENST00000651040.1	7770	3348	0.9361	0.216230117272	1
ENST00000479772.1	498	126	0.7392	-0.162995798491	0.00748690169110607
ENST00000361820.4	7771	3348	0.9361	0.216230117272	1
ENST00000374806.2	3366	522	1.2562	0.621862972974	0.997351103922706
ENST00000651357.1	522	522	1.2562	0.621862972974	0.997732709807728
ENST00000282849.10	5833	3666	0.5443	0.140429609032	1
ENST00000449265.2	1632	825	0.5608	0.146957828165	0.984279251090049
ENST00000562345.1	556	369	0.9816	0.114829350954	0.586590258907323
ENST00000592719.1	545	162	0.805	-0.180150841868	0.012565209046491
ENST00000587400.1	416	162	0.805	-0.180150841868	0.0126532722188244
ENST00000435339.3	2611	1113	0.9078	0.0160836354713	0.999550680249609
ENST00000607964.1	553	93	0.4169	-0.428818655874	0.000340958769395915
ENST00000336767.5	1926	1062	0.9196	0.056774180003	0.999425769487012
ENST00000510834.1	2380	360	0.7918	0.0787459090065	0.326501260534946
ENST00000648843.1	1290	891	0.8402	0.0706461708162	0.99547739976468
ENST00000389639.3	253	207	0.8553	0.0879867106089	0.114640671499827
ENST00000648094.1	2175	474	0.6749	-0.0259112348456	0.383323925516605
ENST00000513876.4	2174	474	0.6749	-0.0259112348456	0.383336886984011
ENST00000379341.9	956	816	0.9395	0.17168525	0.996044952427129
ENST00000439422.1	554	138	1.056	0.16837126814	0.160702309735542
ENST00000325333.10	1156	519	1.1176	0.470271353671	0.99025198814567
ENST00000543039.2	1707	519	1.1176	0.470271353671	0.989955990075402
ENST00000545125.1	1025	519	1.1176	0.470271353671	0.990321080966389
ENST00000592996.5	741	516	0.8484	0.511052403689	0.98072683485912
ENST00000591578.5	1592	843	1.2358	0.649862828646	0.9999398800025
ENST00000588740.5	1404	843	1.2358	0.649862828646	0.999940496516348
ENST00000527123.1	535	405	0.9341	0.152358177756	0.693768052536587
ENST00000613338.4	2029	957	1.2928	0.63231197174	0.999984279713466
ENST00000361818.9	2034	957	1.2928	0.63231197174	0.999984275403127
ENST00000351193.6	3049	1512	0.9191	0.0772203416343	0.999996480527891
ENST00000460469.1	3061	1512	0.9191	0.0772203416343	0.999996478211412
ENST00000477156.1	524	255	0.928	-0.0349766858863	0.117367211069856
ENST00000436645.1	812	255	1.2712	0.563426793538	0.941637836454482
ENST00000164024.5	11933	9939	1.0194	0.420044563362	1
ENST00000470999.1	564	231	0.7493	0.0308852054428	0.0755332894578676
ENST00000348411.3	1899	990	1.2164	0.481602873335	0.999964959137984
ENST00000496365.5	1287	594	1.1518	0.477498069482	0.996368770900339
ENST00000288607.2	1391	369	1.2634	0.487898029257	0.971788247578647
ENST00000404674.7	774	369	1.2634	0.487898029257	0.9727010933837
ENST00000477794.2	404	114	1.2849	0.797101757097	0.936497793389229
ENST00000650739.1	2531	2031	1.3189	0.525844590908	0.999999999829558
ENST00000361301.6	1230	1068	0.7771	0.22890023214	0.999702702957101
ENST00000222462.3	3150	1098	0.8949	0.247069048979	0.999859078948289
ENST00000430024.5	2651	1599	0.9092	0.0864838968285	0.999998727397983
ENST00000434822.1	1532	921	0.9409	0.103439496203	0.998097400074262
ENST00000399292.7	850	177	0.9469	0.0221793737928	0.076129503485944
ENST00000489469.5	780	300	0.688	-0.207510307632	0.0322177645896604
ENST00000652570.1	5529	342	0.7881	-0.0391181954638	0.13870554642619
ENST00000425695.5	885	669	1.117	0.258423137019	0.993479782288627
ENST00000218364.5	2694	2268	1.1819	0.340804574391	0.999999999940203
ENST00000314144.10	1847	1593	1.0421	0.104974051824	0.999999263779402
ENST00000577307.1	3353	375	1.0559	0.0308092765523	0.502479692724338
ENST00000242257.12	1601	741	0.958	0.268495658963	0.995060760066977
ENST00000407040.1	582	459	0.8694	0.191875320719	0.807854472227903
ENST00000440306.3	1570	741	0.958	0.268585724847	0.995071788082261
ENST00000512483.5	1144	171	0.7066	-0.130263943458	0.012960468262367
ENST00000503588.1	818	276	1.1003	0.105743785959	0.413164196390647
ENST00000310594.7	2184	1080	1.0563	0.555700767874	0.999985596022128
ENST00000397196.7	2238	1080	1.0563	0.555700767874	0.999985553310964
ENST00000542408.1	508	339	1.1647	0.246634715878	0.809673929558903
ENST00000428216.4	11731	1623	0.8695	0.311743335335	0.999999532174034
ENST00000416600.6	11596	1200	0.9211	0.305593498831	0.99995417708137
ENST00000555265.6	4614	3285	1.1719	0.240002414094	1
ENST00000281129.7	4461	3285	1.1719	0.240002414094	1
ENST00000525709.5	247	72	0.7582	-0.0326592297667	0.00974652577082635
ENST00000529381.1	515	204	0.9182	0.110481845686	0.149467133194479
ENST00000524567.1	1639	828	1.2181	0.253993998596	0.999163508552246
ENST00000457658.6	2417	225	0.5081	-0.0750235446869	0.0155577913452013
ENST00000440408.5	5284	159	0.4782	-0.177789990029	0.00311068670305951
ENST00000651177.1	9640	7668	1.0243	0.0232183765386	1
ENST00000493168.1	787	273	1.2331	0.213728115398	0.674870920498648
ENST00000504325.5	1098	816	0.7911	0.370671193507	0.998008662366185
ENST00000508682.5	1208	444	0.9995	0.385089970838	0.945573674784733
ENST00000206423.7	12430	2853	1.0191	0.321235595547	0.999999999999711
ENST00000469554.1	626	63	1.0696	-0.371015819488	0.00326145853214446
ENST00000279263.11	1722	1257	1.2771	0.430313829879	0.999998061937049
ENST00000345348.9	1490	1176	1.2987	0.443079267513	0.999995931574798
ENST00000371696.7	1546	837	1.3205	0.617723973587	0.999941793253421
ENST00000472820.1	808	516	1.35	0.586044248655	0.997784541557413
ENST00000538402.1	1357	837	1.3205	0.617723973587	0.999942393307097
ENST00000331456.7	2023	1410	1.1658	0.404508844818	0.999999389379409
ENST00000475495.1	511	243	1.1329	0.40694553274	0.77502192294824
ENST00000482582.5	820	798	1.2538	0.486731649815	0.99975891262294
ENST00000488860.1	326	237	1.1824	0.573933249811	0.914030211341308
ENST00000521514.5	1484	924	0.8905	0.154155139146	0.998394709642786
ENST00000521671.1	517	231	1.0591	0.0192456248608	0.181715834533848
ENST00000360295.13	4306	2982	1.0853	0.389548691844	1
ENST00000540419.5	3468	1296	0.7862	0.308426771038	0.999984311221699
ENST00000535262.1	807	255	0.8674	0.10198346214	0.196091285726071
ENST00000563675.5	273	66	0.7383	-0.204165544235	0.00302158113834928
ENST00000542583.7	4685	3021	0.7213	0.190348573817	0.999999999999822
ENST00000219821.9	3687	2283	1.1436	0.21935244463	0.999999999872691
ENST00000396229.6	4917	3021	0.7213	0.190348573817	0.999999999999819
ENST00000590237.1	451	228	0.8595	0.478201687739	0.636986132908065
ENST00000588024.1	576	552	1.1885	0.443343528432	0.993957610358088
ENST00000646150.1	3770	1548	0.8524	0.12712842144	0.999997724603186
ENST00000433395.6	1000	882	0.9019	0.0709307368868	0.99602506187796
ENST00000432231.1	753	474	0.8209	0.0539442945626	0.643452038097268
ENST00000460687.5	1022	789	1.1131	0.378406127235	0.999155547987578
ENST00000606181.1	606	525	1.2164	0.454715357327	0.993066015029683
ENST00000539253.5	2931	1053	1.1992	0.507527593975	0.999983385766621
ENST00000404603.5	715	381	0.9103	0.275766290835	0.769634672082566
ENST00000404532.5	853	678	1.35	0.577106034728	0.999616503751123
ENST00000544613.5	555	222	1.2592	0.480158270013	0.86751740096899
ENST00000544643.5	1759	339	1.1269	0.16321435493	0.677603060651798
ENST00000535476.6	488	222	1.2592	0.480158270013	0.86793905256723
ENST00000543128.5	1829	885	1.2772	0.485559321202	0.99991054406573
ENST00000524717.6	7121	3471	0.9537	0.15702338839	1
ENST00000618849.1	3154	2787	1.07	0.146386017913	0.999999999999117
ENST00000640868.1	2407	1563	0.9704	0.318519981278	0.999999627894812
ENST00000638555.1	427	327	1.1772	0.503687284319	0.948876575213687
ENST00000372183.7	1457	1239	0.9884	0.171468856856	0.999969599729917
ENST00000372182.6	705	591	1.0027	0.0978349776964	0.942406187114144
ENST00000458121.6	1260	1038	1.0588	0.498613585106	0.999969292248809
ENST00000219255.3	1248	1041	1.0588	0.497891480761	0.999970194989584
ENST00000533682.2	1828	1278	1.1952	0.330968785541	0.999996265060879
ENST00000533905.1	553	396	0.9856	0.376508447814	0.904982325448508
ENST00000302731.4	1634	1086	1.1494	0.3258246245	0.999961747196766
ENST00000254942.8	2996	1629	1.0589	0.31199676423	0.99999985916531
ENST00000566750.5	917	849	1.115	0.277689615759	0.999214479432307
ENST00000484801.5	2053	273	0.7417	-0.0851966322322	0.0548358624746559
ENST00000610330.1	632	387	1.0661	0.26002017946	0.848057293461343
ENST00000223357.8	4097	3477	1.1827	0.590448417202	1
ENST00000455443.5	751	135	0.9079	0.723713994027	0.761708651885414
ENST00000240285.10	3959	1026	1.2818	0.357835927155	0.999955641527986
ENST00000521928.5	436	186	0.9856	0.00162539796453	0.0859541067704259
ENST00000004982.6	1460	483	1.2374	0.538136154204	0.993479479987649
ENST00000592984.6	563	366	1.274	0.573814151363	0.983843412178856
ENST00000563206.5	1765	1455	1.295	0.420072164559	0.99999978789929
ENST00000393657.6	1717	1113	1.2752	0.41865211457	0.999989516864313
ENST00000355992.7	1692	1347	1.2862	0.442157010475	0.999999362432394
ENST00000591858.5	3658	900	0.7778	0.376330573633	0.999093360964347
ENST00000590335.1	2170	534	0.7305	0.225899201298	0.871669058120576
ENST00000586113.1	2182	534	0.6397	-0.0696374090968	0.452329917048652
ENST00000586615.5	3774	870	0.9341	0.386863289259	0.999301287503177
ENST00000589593.1	580	411	0.7767	0.380442135366	0.848636441214221
ENST00000404031.5	595	288	1.0494	0.220221941476	0.578057742101781
ENST00000452112.5	524	273	1.0361	0.226629094241	0.535916555052712
ENST00000401641.2	507	273	1.0361	0.226629094241	0.536148377756844
ENST00000498159.1	700	270	0.6515	-0.122212019135	0.0341599214348022
ENST00000468043.5	883	270	0.6515	-0.122212019135	0.0338304083803619
ENST00000650979.1	850	219	0.7112	0.0507905863526	0.0650628908721342
ENST00000461040.5	563	237	0.9868	-0.235250430804	0.0379154541597295
ENST00000651011.1	1197	402	0.7268	-0.111005217883	0.172955111499018
ENST00000426338.3	1448	402	0.7268	-0.111005217883	0.170995331265838
ENST00000312275.10	1109	357	0.595	0.0568695829608	0.182562814499361
ENST00000459838.6	1020	219	0.7112	0.0507905863526	0.0644981714043491
ENST00000482061.6	1926	756	0.7301	-0.0917784877619	0.922993796682343
ENST00000340171.7	1811	885	0.6459	0.00953534266873	0.986044377911401
ENST00000534941.2	1804	885	0.6459	0.00953534266873	0.986049658606014
ENST00000296932.12	6849	3582	0.6667	0.042740895715	1
ENST00000367609.7	6887	3753	0.7789	0.053224008366	1
ENST00000472054.2	1247	933	0.6487	0.00944988979684	0.992115122138656
ENST00000587156.5	554	549	1.1491	0.412533121399	0.991403387739972
ENST00000592971.1	300	273	0.9716	0.0148078895647	0.205619424657598
ENST00000616600.5	2267	2016	1.2459	0.637189953536	0.999999999869978
ENST00000614903.1	239	216	1.1001	0.391844048106	0.678093555765997
ENST00000543991.1	486	273	1.1274	0.221676953311	0.606034436212258
ENST00000535986.1	1096	1032	1.2215	0.197056289081	0.99988422565606
ENST00000538647.1	287	165	1.0072	0.0185499520039	0.0821354733885375
ENST00000416383.5	1272	1032	1.2215	0.197056289081	0.999883103121254
ENST00000528056.5	7218	834	1.2849	0.460594232323	0.999759044851677
ENST00000533551.5	1019	834	1.2849	0.460594232323	0.999828466059035
ENST00000495163.1	480	66	0.6085	-0.654696137474	0.000124424687853484
ENST00000472666.1	288	99	0.6572	-0.105278318691	0.00599948605290343
ENST00000380055.5	3609	1113	0.7658	-0.0830318280191	0.998588439215897
ENST00000482770.1	406	90	1.0716	0.0441428914242	0.0530511696131668
ENST00000217652.7	1229	516	1.2907	0.423478894245	0.992579682584834
ENST00000578611.5	1004	516	1.2907	0.423478894245	0.992669998038063
ENST00000228027.12	2407	1167	1.1666	0.435690689706	0.999992197611452
ENST00000605608.1	635	186	0.6829	0.239366785134	0.121771915705636
ENST00000376262.7	2324	1038	1.1822	0.454541110885	0.999972203177789
ENST00000479389.1	1481	1380	0.902	0.233796477223	0.999994199614831
ENST00000259808.9	4092	2016	1.0363	0.25491875566	0.999999996989011
ENST00000380409.2	3864	2016	1.0363	0.25491875566	0.999999997026419
ENST00000381192.10	1129	558	1.1541	0.36886021411	0.989739419209455
ENST00000647297.1	583	246	1.0303	0.290079903997	0.550737631257117
ENST00000645950.1	497	429	1.0205	0.239996398775	0.871919082104666
ENST00000361365.7	1339	435	1.0487	0.180733310962	0.842450970601083
ENST00000382772.3	746	384	1.1139	0.218907493987	0.831307474716516
ENST00000464196.5	3148	321	0.5962	-0.337538170091	0.0120939705027179
ENST00000593873.6	556	228	0.9763	-0.109944739389	0.0685068030592531
ENST00000598031.1	606	498	1.0469	0.134224985324	0.894085779711329
ENST00000341197.9	2491	1521	1.2686	0.466666428288	0.99999991292834
ENST00000423191.6	1709	1395	1.2883	0.451490323753	0.999999650081097
ENST00000372999.5	2519	1395	1.2883	0.451490323753	0.999999634189755
ENST00000435864.2	2262	1155	1.2748	0.432623911033	0.999993788756832
ENST00000395226.6	2631	1305	1.0133	0.187724742644	0.999987116268511
ENST00000264409.5	2928	1305	1.0133	0.187724742644	0.999986904743458
